id,latitude,longitude,neighbourhood_cleansed,neighbourhood_group_cleansed,price
9.4239418670738e+17,40.7476,-73.86454,Corona,Other,63.0
7.865614428535761e+17,40.5979873,-73.7561801,Far Rockaway,Other,55.0
9.208675582333508e+17,40.84032153549104,-73.92629093879732,Highbridge,Other,43.0
13451811.0,40.83106,-73.92168,Concourse,Other,77.0
44191733.0,40.57877,-74.11005,Grant City,Other,144.0
8.812382506718605e+17,40.75787,-73.81367,Flushing,Other,121.0
8.570790264534304e+17,40.76745786450836,-73.93086165189743,Astoria,Other,299.0
24920771.0,40.75944,-73.81366,Flushing,Other,91.0
27724217.0,40.87941,-73.84292,Edenwald,Other,52.0
33820675.0,40.71019,-73.8288,Kew Gardens,Other,49.0
7.920346331630811e+17,40.67459502111388,-73.85974377225887,Ozone Park,Other,55.0
7.093643985561756e+17,40.70484,-73.7674,St. Albans,Other,33.0
24700123.0,40.76933,-73.92317,Astoria,Other,54.0
6.268138360650463e+17,40.71218,-73.75003,Queens Village,Other,73.0
27967621.0,40.63607,-74.09631,Randall Manor,Other,90.0
6.681845009552612e+17,40.6686,-73.8513,Howard Beach,Other,90.0
37240374.0,40.86237,-73.85278,Allerton,Other,65.0
1.3094348380188198e+18,40.641517343162135,-74.16992535319697,Mariners Harbor,Other,48.0
6.354205213274057e+17,40.69687,-73.90141,Ridgewood,Other,187.0
24200751.0,40.70484,-73.90951,Ridgewood,Other,366.0
6.687840327592326e+17,40.84498,-73.90559,Mount Hope,Other,38.0
26874326.0,40.63601,-74.09102,New Brighton,Other,41.0
8.979491740441687e+17,40.74417129022751,-73.89679407218229,Woodside,Other,85.0
5.426009439128478e+17,40.7551,-73.93543,Long Island City,Other,110.0
2637533.0,40.77703,-73.91756,Ditmars Steinway,Other,211.0
32081249.0,40.69312,-73.89558,Glendale,Other,118.0
9.50760354634473e+17,40.8485914,-73.90421309999999,Mount Hope,Other,72.0
46737044.0,40.74507,-73.8337,Flushing,Other,65.0
6.020193728025084e+17,40.859352,-73.864983,Allerton,Other,45.0
7.484700117970035e+17,40.672837889245656,-73.74101721092408,Laurelton,Other,204.0
35840564.0,40.76733,-73.92722,Astoria,Other,145.0
9.748963194543284e+17,40.83609,-73.91209,Claremont Village,Other,310.0
1.2329216788133304e+18,40.75545,-73.9152,Astoria,Other,133.0
1.2731303572690068e+18,40.64589,-74.08756,St. George,Other,44.0
6.223504690759072e+17,40.68713,-73.86362,Woodhaven,Other,95.0
1.0669112144490744e+18,40.90106,-73.84085,Wakefield,Other,338.0
4264127.0,40.75841,-73.91544,Astoria,Other,43.0
9.427899165048654e+17,40.6927268,-73.8448147,Richmond Hill,Other,246.0
52487784.0,40.63042,-74.10299,West Brighton,Other,109.0
27395171.0,40.7593,-73.8199,Flushing,Other,118.0
23021271.0,40.74505,-73.88255,Elmhurst,Other,95.0
1.2410738189475668e+18,40.66173,-73.76759,Springfield Gardens,Other,100.0
14195437.0,40.74684,-73.89205,Jackson Heights,Other,39.0
27703666.0,40.7623,-73.77426,Bayside,Other,150.0
1.1268096266121916e+18,40.76455,-73.93712,Long Island City,Other,189.0
9.739268236698236e+17,40.7592516630185,-73.9091722817044,Astoria,Other,200.0
8.303817696748572e+17,40.7656360410163,-73.91127512763637,Astoria,Other,57.0
39380947.0,40.67152040049514,-73.77850941517111,Jamaica,Other,63.0
6.421935341640329e+17,40.832378161914654,-73.84959714452368,Unionport,Other,300.0
1.1001884703276876e+18,40.67336,-73.77888,Jamaica,Other,100.0
7.203011458513393e+17,40.74677,-73.91184,Woodside,Other,98.0
8.356945705643885e+17,40.70242646495536,-73.74218337316123,Cambria Heights,Other,160.0
5.994118031598056e+17,40.85597,-73.89897,Fordham,Other,107.0
6.415035656931743e+17,40.82469,-73.91286,Morrisania,Other,94.0
1.067638572137152e+18,40.78800624211065,-73.84902013383433,College Point,Other,136.0
9.761344398751014e+17,40.77373722935008,-73.92228956685258,Astoria,Other,74.0
8589729.0,40.64816,-74.08445,St. George,Other,198.0
1.3183579731966193e+18,40.67263,-73.80025,South Ozone Park,Other,100.0
8993871.0,40.74084,-73.88995,Elmhurst,Other,80.0
2942129.0,40.69412,-73.86265,Woodhaven,Other,60.0
53050789.0,40.50456,-74.24984,Tottenville,Other,92.0
9.108690809511748e+17,40.70218777668056,-73.81399890025547,Jamaica,Other,41.0
9563873.0,40.68952,-73.79788,Jamaica,Other,43.0
49591825.0,40.62837,-74.08608,Tompkinsville,Other,118.0
1.013933384020648e+18,40.86596,-73.88915,Fordham,Other,42.0
29943455.0,40.7447,-73.89453,Woodside,Other,36.0
8.195860232580015e+17,40.82703,-73.91931,Concourse Village,Other,125.0
50720125.0,40.67625,-73.73878,Laurelton,Other,90.0
5.776384183238819e+17,40.70848,-73.9172,Ridgewood,Other,190.0
1.01961856857138e+18,40.65508,-73.742,Rosedale,Other,151.0
53726935.0,40.709103,-73.83313,Kew Gardens,Other,40.0
53425369.0,40.7448909,-73.9568403,Long Island City,Other,429.0
6.636976102367168e+17,40.84479534062094,-73.90608845876724,Claremont Village,Other,44.0
1.208353706940092e+18,40.73673680944147,-73.81328049931186,Flushing,Other,74.0
53292725.0,40.71267003392066,-73.90671518864099,Ridgewood,Other,275.0
36004196.0,40.72327,-73.91083,Maspeth,Other,158.0
45913437.0,40.66284,-73.75732,Springfield Gardens,Other,181.0
18888212.0,40.72052,-73.81048,Kew Gardens Hills,Other,50.0
5.804804078939278e+17,40.75507839347276,-73.85702730363678,Jackson Heights,Other,74.0
9.841900967376198e+17,40.75273,-73.90353,Woodside,Other,58.0
27910595.0,40.63206,-74.15362,Mariners Harbor,Other,76.0
37720576.0,40.62859,-74.07695,Stapleton,Other,121.0
6.184516535069792e+17,40.7126,-73.73964,Queens Village,Other,70.0
8869857.0,40.74427,-73.83192,Flushing,Other,65.0
32940382.0,40.81767,-73.8899,Hunts Point,Other,63.0
23275777.0,40.73138,-73.86644,Rego Park,Other,140.0
51389174.0,40.6794,-73.79653,Jamaica,Other,157.0
9.459438008108652e+17,40.891296,-73.8423313,Edenwald,Other,70.0
1.1645265515543104e+18,40.7463954,-73.9126082,Sunnyside,Other,180.0
8.623098417204545e+17,40.809887,-73.93061,Port Morris,Other,123.0
5.099126947806783e+17,40.71038,-73.74086,Queens Village,Other,110.0
50918485.0,40.88204,-73.90479,Kingsbridge,Other,74.0
8.118116651160598e+17,40.88172739092337,-73.8580488756876,Williamsbridge,Other,114.0
6.07696246279492e+17,40.74805,-73.75639,Bayside,Other,359.0
1.2085437201826348e+18,40.73661861279054,-73.81327183757745,Flushing,Other,73.0
7.682820875630566e+17,40.698947,-73.89332519999999,Glendale,Other,57.0
49115431.0,40.77476,-73.90362,Ditmars Steinway,Other,94.0
1.108239778930841e+18,40.66369819507928,-73.8374724984169,Howard Beach,Other,96.0
44353711.0,40.76954,-73.91539,Astoria,Other,175.0
7.326767723011283e+17,40.8333,-73.92995,Highbridge,Other,60.0
5.636901046821264e+17,40.7465,-73.94499,Long Island City,Other,197.0
13451379.0,40.74429,-73.95411,Long Island City,Other,75.0
41527827.0,40.5928,-73.79781,Arverne,Other,100.0
1.0471348242861876e+18,40.5972,-73.80089,Arverne,Other,60.0
8.118607346580892e+17,40.70990160387897,-73.79957450370482,Jamaica Hills,Other,225.0
9.309369264711396e+17,40.74190552537769,-73.89817740070498,Woodside,Other,48.0
6.813405187731871e+17,40.83878,-73.9023,Claremont Village,Other,314.0
53876346.0,40.75543,-73.91495,Astoria,Other,110.0
6421429.0,40.8816,-73.83533,Eastchester,Other,65.0
6.989520605301935e+17,40.6662,-73.7652,Springfield Gardens,Other,124.0
32364753.0,40.74053,-73.87617,Elmhurst,Other,51.0
11973701.0,40.74405,-73.91594,Sunnyside,Other,157.0
41009396.0,40.7616,-73.77284,Bayside,Other,150.0
8.161577846056394e+17,40.68604,-73.86574,Woodhaven,Other,244.0
33097219.0,40.61483,-74.08846,Grymes Hill,Other,300.0
1.3125456047810752e+18,40.66778,-73.76275,Springfield Gardens,Other,135.0
53815424.0,40.59139,-74.07612,Arrochar,Other,168.0
24833279.0,40.669598,-73.793243,South Ozone Park,Other,144.0
1.0416694769387663e+18,40.68977,-73.75415,St. Albans,Other,249.0
8.981395410915506e+17,40.665798,-73.813854,South Ozone Park,Other,143.0
9.589720199165752e+17,40.57535,-74.10664,Grant City,Other,53.0
6.595244681376622e+17,40.7364632,-73.9021099,Maspeth,Other,160.0
52771412.0,40.809887,-73.93061,Port Morris,Other,112.0
1024647.0,40.8769982,-73.88626049999999,Norwood,Other,88.0
46689847.0,40.7609,-73.87744,East Elmhurst,Other,99.0
41321694.0,40.5943,-73.79492,Arverne,Other,150.0
44197064.0,40.88002,-73.85464,Williamsbridge,Other,95.0
8.313456519877709e+17,40.70856,-73.89688,Ridgewood,Other,137.0
30174397.0,40.85565,-73.90143,Fordham,Other,80.0
1.2580030226899569e+18,40.85420568567007,-73.88549870819863,Belmont,Other,91.0
47848693.0,40.63168981830136,-74.09281052334971,Tompkinsville,Other,80.0
6.433996676826783e+17,40.75668,-73.91396,Astoria,Other,202.0
6.769558672311558e+17,40.76226,-73.86319,East Elmhurst,Other,328.0
8.9736677258209e+17,40.81927,-73.9145,Melrose,Other,94.0
886808.0,40.75087,-73.80999,Flushing,Other,72.0
1.2676346730856223e+18,40.59383,-73.79891,Arverne,Other,32.0
6.499656907629455e+17,40.75259045937658,-73.93604679763095,Long Island City,Other,214.0
19596021.0,40.75398545882823,-73.88378182227586,Jackson Heights,Other,180.0
7.638863489529169e+17,40.7456168,-73.9207601,Sunnyside,Other,94.0
705749.0,40.60066,-74.08902,Concord,Other,78.0
43150520.0,40.7613,-73.91449,Astoria,Other,121.0
53081378.0,40.70549,-73.87313,Glendale,Other,221.0
50745200.0,40.56748,-73.87111,Breezy Point,Other,135.0
5.43706507891143e+17,40.7554,-73.7296,Douglaston,Other,45.0
51714960.0,40.75139,-73.785015,Fresh Meadows,Other,88.0
29930787.0,40.74348,-73.90795,Woodside,Other,49.0
50575615.0,40.69112,-73.75455,St. Albans,Other,43.0
6.675035017511373e+17,40.593733293949086,-73.75872000905431,Far Rockaway,Other,115.0
31513692.0,40.80936,-73.93105,Port Morris,Other,52.0
40103744.0,40.70513,-73.90976,Ridgewood,Other,180.0
7.049250154659579e+17,40.76289,-73.88182,East Elmhurst,Other,65.0
14281526.0,40.70983,-73.73904,Queens Village,Other,150.0
1.292243575838036e+18,40.744114093535664,-73.91581311821938,Sunnyside,Other,105.0
52788498.0,40.60712,-73.75816,Bayswater,Other,124.0
8.10774276186071e+17,40.68982,-73.74545,Cambria Heights,Other,226.0
7.856142586415604e+17,40.68936,-73.86519,Woodhaven,Other,33.0
1798500.0,40.86247,-73.82576,Co-op City,Other,71.0
9.618182125595892e+17,40.81293805389654,-73.91980277353393,Mott Haven,Other,65.0
10369038.0,40.74537,-73.83252,Flushing,Other,65.0
1.3291240048216868e+18,40.81825058839325,-73.81945120133888,Throgs Neck,Other,243.0
7.675210980400137e+17,40.8494,-73.92275,Morris Heights,Other,138.0
44402774.0,40.88865,-73.90612,Fieldston,Other,60.0
48215693.0,40.67693885973439,-73.83849888015966,Ozone Park,Other,102.0
8.225626357426419e+17,40.7541058519794,-73.81642484196159,Flushing,Other,79.0
52011240.0,40.76862,-73.89661,Ditmars Steinway,Other,65.0
